subjectID,first_second_session,combination_of_trials,inserted_position,first_target,second_target,order_of_stimulus,first_event,second_event,third_event,subject,date,subjects'_age,gender,c1,c2,c3,c4,c5,c6,c7,c8,c9,retention_task,age
10,1,1,#9,0,5,10,pop corn,saxophone,,10,20220714,24,M,0,0,0,0,1,0,0,0,0,2,adults
10,1,1,#6,5,9,11,electric guitar,chocolate parfait,cap,10,20220714,24,M,0,0,0,0,1,0,0,0,0,1,adults
10,1,1,#9,0,8,12,cymbal,hamburger,,10,20220714,24,M,0,0,0,0,0,0,0,1,0,2,adults
10,2,1,#6,6,9,1,cheerleader,orange,saxophone,10,20220714,24,M,0,0,0,0,0,1,0,0,0,1,adults
10,2,1,#6,4,9,2,electric guitar,chocolate parfait,umbrella,10,20220714,24,M,0,0,0,1,0,0,0,0,0,1,adults
10,2,1,#9,0,4,3,balloon,pop corn,,10,20220714,24,M,0,0,0,1,0,0,0,0,0,2,adults
10,2,1,#9,5,9,4,table tennis,keyboard harmonica,crepe,10,20220714,24,M,0,0,0,0,0,0,0,0,1,2,adults
10,2,1,#6,4,7,5,cymbal,watermelon,tennis,10,20220714,24,M,0,0,0,1,0,0,0,0,0,1,adults
10,2,1,#6,6,8,6,chiffon cake,tuba,cap,10,20220714,24,M,0,0,0,0,0,1,0,0,0,1,adults
10,2,1,#9,4,9,7,popper,violin,hamburger,10,20220714,24,M,0,0,0,0,0,0,0,0,1,2,adults
10,2,1,#9,0,6,8,baseball,melon soda float,,10,20220714,24,M,0,0,0,0,0,1,0,0,0,2,adults
10,2,1,#6,5,7,9,meat,handbell,trumpet,10,20220714,24,M,0,0,0,0,1,0,0,0,0,1,adults
10,2,1,#9,0,9,10,ice cream,tambourine,,10,20220714,24,M,0,0,0,0,0,0,0,0,1,2,adults
10,2,1,#9,6,7,11,basketball,acoustic guitar,corn,10,20220714,24,M,0,0,0,0,0,1,1,0,0,2,adults
10,2,1,#9,6,9,12,flute,pizza,badminton,10,20220714,24,M,0,0,0,0,0,0,0,0,1,2,adults
11,1,2,#9,4,9,1,trumpet,pop corn,cheerleader,11,20220716,30,M,0,0,0,0,0,0,0,0,1,2,adults
11,1,2,#6,6,7,2,table tennis,chiffon cake,tuba,11,20220716,30,M,0,0,0,0,0,1,0,0,0,1,adults
11,1,2,#9,4,7,3,hamburger,balloon,acoustic guitar,11,20220716,30,M,1,1,1,0,1,1,0,1,1,2,adults
11,1,2,#9,0,6,4,flute,pizza,,11,20220716,30,M,1,1,1,1,1,0,1,1,1,2,adults
11,1,2,#6,4,9,5,cymbal,tennis,corn,11,20220716,30,M,1,1,1,0,1,1,1,1,0,1,adults
11,1,2,#9,6,8,6,crepe,tambourine,umbrella,11,20220716,30,M,1,1,1,1,1,0,1,0,1,2,adults
11,1,2,#6,5,8,7,violin,basketball,watermelon,11,20220716,30,M,1,1,1,1,0,1,1,0,1,1,adults
11,1,2,#9,6,9,8,soccer ball,electric guitar,melon soda float,11,20220716,30,M,0,0,0,0,0,0,0,0,1,2,adults
11,1,2,#9,0,5,9,saxophone,meat,,11,20220716,30,M,1,1,1,1,0,1,1,1,1,2,adults
11,1,2,#6,5,9,10,chocolate parfait,baseball,cap,11,20220716,30,M,1,1,1,1,0,1,1,1,0,1,adults
11,1,2,#9,4,8,11,popper,orange,handbell,11,20220716,30,M,1,1,1,0,1,1,1,0,1,2,adults
11,1,2,#9,0,9,12,ice cream,badminton,,11,20220716,30,M,0,0,0,0,0,0,0,0,1,2,adults
11,2,2,#9,0,8,1,melon soda float,flute,,11,20220716,30,M,1,1,1,1,1,1,1,0,1,2,adults
11,2,2,#9,5,7,2,cheerleader,violin,orange,11,20220716,30,M,1,1,1,1,0,1,0,1,1,2,adults
11,2,2,#9,6,7,3,badminton,baseball,ice cream,11,20220716,30,M,1,1,1,1,1,0,0,1,1,2,adults
11,2,2,#6,4,8,4,corn,acoustic guitar,basketball,11,20220716,30,M,1,1,1,0,1,1,1,0,1,1,adults
11,2,2,#6,6,9,5,soccer ball,pizza,umbrella,11,20220716,30,M,0,0,0,0,0,1,0,0,0,1,adults
11,2,2,#9,5,8,6,popper,watermelon,cymbal,11,20220716,30,M,1,1,1,1,0,1,1,0,1,2,adults
11,2,2,#9,5,9,7,tambourine,chocolate parfait,cap,11,20220716,30,M,0,0,0,0,0,0,0,0,1,2,adults
11,2,2,#6,4,7,8,hamburger,saxophone,trumpet,11,20220716,30,M,1,1,1,0,1,1,0,1,1,1,adults
11,2,2,#6,5,7,9,crepe,keyboard harmonica,tuba,11,20220716,30,M,1,1,1,1,0,1,0,1,1,1,adults
11,2,2,#9,0,4,10,tennis,meat,,11,20220716,30,M,1,1,1,0,1,1,1,1,1,2,adults
11,2,2,#6,6,8,11,table tennis,electric guitar,chiffon cake,11,20220716,30,M,0,0,0,0,0,1,0,0,0,1,adults
11,2,2,#9,0,7,12,balloon,pop corn,,11,20220716,30,M,1,1,1,1,1,1,0,1,1,2,adults
12,1,2,#9,0,9,1,ice cream,badminton,,12,20220719,40,M,0,0,0,0,0,0,0,0,1,2,adults
12,1,2,#6,5,8,2,violin,basketball,watermelon,12,20220719,40,M,0,0,0,0,1,0,0,0,0,1,adults
12,1,2,#9,6,8,3,crepe,tambourine,umbrella,12,20220719,40,M,0,0,0,0,0,0,0,1,0,2,adults
12,1,2,#9,4,9,4,trumpet,pop corn,cheerleader,12,20220719,40,M,0,0,0,0,0,0,0,0,1,2,adults
12,1,2,#6,5,9,5,chocolate parfait,baseball,cap,12,20220719,40,M,0,0,0,0,1,0,0,0,0,1,adults
12,1,2,#6,4,9,6,cymbal,tennis,corn,12,20220719,40,M,0,0,0,1,0,0,0,0,0,1,adults
12,1,2,#9,0,6,7,flute,pizza,,12,20220719,40,M,0,0,0,0,0,1,0,0,0,2,adults
12,1,2,#9,4,8,8,popper,orange,handbell,12,20220719,40,M,0,0,0,0,0,0,0,1,0,2,adults
12,1,2,#6,6,7,9,table tennis,chiffon cake,tuba,12,20220719,40,M,0,0,0,0,0,1,0,0,0,1,adults
12,1,2,#9,0,5,10,saxophone,meat,,12,20220719,40,M,0,0,0,0,1,0,0,0,0,2,adults
12,1,2,#9,6,9,11,soccer ball,electric guitar,melon soda float,12,20220719,40,M,0,0,0,0,0,0,0,0,1,2,adults
12,1,2,#9,4,7,12,hamburger,balloon,acoustic guitar,12,20220719,40,M,0,0,0,0,0,0,1,0,0,2,adults
12,2,2,#9,5,8,1,popper,watermelon,cymbal,12,20220719,40,M,0,0,0,0,0,0,0,1,0,2,adults
12,2,2,#9,5,9,2,tambourine,chocolate parfait,cap,12,20220719,40,M,0,0,0,0,0,0,0,0,1,2,adults
12,2,2,#9,5,7,3,cheerleader,violin,orange,12,20220719,40,M,0,0,0,0,0,0,1,0,0,2,adults
12,2,2,#6,6,9,4,soccer ball,pizza,umbrella,12,20220719,40,M,0,0,0,0,0,1,0,0,0,1,adults
12,2,2,#9,0,4,5,tennis,meat,,12,20220719,40,M,0,0,0,1,0,0,0,0,0,2,adults
12,2,2,#9,6,7,6,badminton,baseball,ice cream,12,20220719,40,M,0,0,0,0,0,1,1,0,0,2,adults
12,2,2,#9,0,7,7,balloon,pop corn,,12,20220719,40,M,0,0,0,0,0,0,1,0,0,2,adults
12,2,2,#6,6,8,8,table tennis,electric guitar,chiffon cake,12,20220719,40,M,0,0,0,0,0,1,0,0,0,1,adults
12,2,2,#6,4,8,9,corn,acoustic guitar,basketball,12,20220719,40,M,0,0,0,1,0,0,0,0,0,1,adults
12,2,2,#9,0,8,10,melon soda float,flute,,12,20220719,40,M,0,0,0,0,0,0,0,1,0,2,adults
12,2,2,#6,4,7,11,hamburger,saxophone,trumpet,12,20220719,40,M,0,0,0,1,0,0,0,0,0,1,adults
12,2,2,#6,5,7,12,crepe,keyboard harmonica,tuba,12,20220719,40,M,0,0,0,0,1,0,0,0,0,1,adults
13,1,3,#9,6,9,1,badminton,flute,pizza,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,1,3,#9,0,5,2,acoustic guitar,meat,,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,1,3,#6,4,8,3,umbrella,baseball,crepe,13,20220720,24,M,0,0,0,0,0,1,0,0,0,1,adults
13,1,3,#9,5,9,4,pop corn,cymbal,basketball,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,1,3,#9,0,9,5,electric guitar,chiffon cake,,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,1,3,#9,6,8,6,orange,popper,tennis,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,1,3,#6,5,8,7,soccer ball,melon soda float,table tennis,13,20220720,24,M,0,0,0,0,0,1,0,0,0,1,adults
13,1,3,#9,0,8,8,violin,corn,,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,1,3,#6,4,9,9,cap,ice cream,tuba,13,20220720,24,M,0,0,0,0,0,1,0,0,0,1,adults
13,1,3,#9,5,8,10,watermelon,balloon,handbell,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,1,3,#9,4,9,11,chocolate parfait,keyboard harmonica,tambourine,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,1,3,#6,4,7,12,saxophone,cheerleader,hamburger,13,20220720,24,M,0,0,0,0,0,1,0,0,0,1,adults
13,2,3,#6,6,9,1,hamburger,tennis,trumpet,13,20220720,24,M,0,0,0,0,0,1,0,0,0,1,adults
13,2,3,#9,0,7,2,baseball,ice cream,,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,2,3,#6,6,7,3,cymbal,handbell,pop corn,13,20220720,24,M,0,0,0,0,0,1,0,0,0,1,adults
13,2,3,#9,0,6,4,badminton,crepe,,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,2,3,#9,4,8,5,acoustic guitar,popper,meat,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,2,3,#6,5,9,6,tambourine,chocolate parfait,keyboard harmonica,13,20220720,24,M,0,0,0,0,0,1,0,0,0,1,adults
13,2,3,#9,0,4,7,basketball,watermelon,,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,2,3,#9,4,7,8,chiffon cake,electric guitar,table tennis,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,2,3,#9,6,7,9,orange,violin,saxophone,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,2,3,#6,6,8,10,umbrella,soccer ball,melon soda float,13,20220720,24,M,0,0,0,0,0,1,0,0,0,1,adults
13,2,3,#9,5,7,11,corn,balloon,cheerleader,13,20220720,24,M,0,0,0,0,0,0,0,0,1,2,adults
13,2,3,#6,5,7,12,pizza,cap,tuba,13,20220720,24,M,0,0,0,0,0,1,0,0,0,1,adults
14,1,2,#9,4,9,1,trumpet,pop corn,cheerleader,14,20220720,21,M,0,0,0,0,0,0,0,0,1,2,adults
14,1,2,#6,6,7,2,table tennis,chiffon cake,tuba,14,20220720,21,M,0,0,0,0,0,1,0,0,0,1,adults
14,1,2,#9,4,8,3,popper,orange,handbell,14,20220720,21,M,0,0,0,0,0,0,0,1,0,2,adults
14,1,2,#6,5,9,4,chocolate parfait,baseball,cap,14,20220720,21,M,0,0,0,0,1,0,0,0,0,1,adults
14,1,2,#9,0,5,5,saxophone,meat,,14,20220720,21,M,1,1,1,1,0,1,1,1,1,2,adults
14,1,2,#9,6,9,6,soccer ball,electric guitar,melon soda float,14,20220720,21,M,0,0,0,0,0,0,0,0,1,2,adults
14,1,2,#6,4,9,7,cymbal,tennis,corn,14,20220720,21,M,1,1,1,0,1,1,0,0,0,1,adults
14,1,2,#9,6,8,8,crepe,tambourine,umbrella,14,20220720,21,M,0,0,0,0,0,0,0,1,0,2,adults
14,1,2,#9,4,7,9,hamburger,balloon,acoustic guitar,14,20220720,21,M,0,0,0,0,0,0,1,0,0,2,adults
14,1,2,#9,0,6,10,flute,pizza,,14,20220720,21,M,1,1,1,1,1,1,1,1,1,2,adults
14,1,2,#6,5,8,11,violin,basketball,watermelon,14,20220720,21,M,0,0,0,0,1,0,0,0,0,1,adults
14,1,2,#9,0,9,12,ice cream,badminton,,14,20220720,21,M,0,0,0,0,0,0,0,0,1,2,adults
14,2,2,#9,0,8,1,melon soda float,flute,,14,20220720,21,M,0,0,0,0,0,0,0,1,0,2,adults
14,2,2,#9,5,8,2,popper,watermelon,cymbal,14,20220720,21,M,0,0,0,0,0,0,0,1,0,2,adults
14,2,2,#6,5,7,3,crepe,keyboard harmonica,tuba,14,20220720,21,M,0,0,0,0,1,0,0,0,0,1,adults
14,2,2,#9,0,7,4,balloon,pop corn,,14,20220720,21,M,1,1,1,1,1,1,0,1,1,2,adults
14,2,2,#6,6,8,5,table tennis,electric guitar,chiffon cake,14,20220720,21,M,0,0,0,0,0,1,0,0,0,1,adults
14,2,2,#9,5,7,6,cheerleader,violin,orange,14,20220720,21,M,1,1,1,1,0,1,0,1,1,2,adults
14,2,2,#9,5,9,7,tambourine,chocolate parfait,cap,14,20220720,21,M,0,0,0,0,0,0,0,0,1,2,adults
14,2,2,#6,4,7,8,hamburger,saxophone,trumpet,14,20220720,21,M,0,0,0,1,0,0,0,0,0,1,adults
14,2,2,#9,6,7,9,badminton,baseball,ice cream,14,20220720,21,M,1,1,1,1,1,0,0,1,1,2,adults
14,2,2,#9,0,4,10,tennis,meat,,14,20220720,21,M,1,1,1,0,1,1,1,1,1,2,adults
14,2,2,#6,6,9,11,soccer ball,pizza,umbrella,14,20220720,21,M,0,0,0,0,0,1,0,0,0,1,adults
14,2,2,#6,4,8,12,corn,acoustic guitar,basketball,14,20220720,21,M,0,0,0,1,0,0,0,0,0,1,adults
15,1,2,#6,6,9,1,soccer ball,pizza,umbrella,15,20220720,19,M,0,0,0,0,0,1,0,0,0,1,adults
15,1,2,#9,0,7,2,balloon,pop corn,,15,20220720,19,M,1,1,1,1,1,1,1,1,1,2,adults
15,1,2,#6,6,8,3,table tennis,electric guitar,chiffon cake,15,20220720,19,M,0,0,0,0,0,1,0,0,0,1,adults
15,1,2,#9,0,4,4,tennis,meat,,15,20220720,19,M,1,1,1,1,1,1,1,1,1,2,adults
15,1,2,#9,5,9,5,tambourine,chocolate parfait,cap,15,20220720,19,M,0,0,0,0,0,0,0,0,1,2,adults
15,1,2,#6,4,7,6,hamburger,saxophone,trumpet,15,20220720,19,M,0,0,0,1,0,0,0,0,0,1,adults
15,1,2,#9,6,7,7,badminton,baseball,ice cream,15,20220720,19,M,0,0,0,0,0,1,1,0,0,2,adults
15,1,2,#6,4,8,8,corn,acoustic guitar,basketball,15,20220720,19,M,0,0,0,1,0,0,0,0,0,1,adults
15,1,2,#9,0,8,9,melon soda float,flute,,15,20220720,19,M,0,0,0,0,0,0,0,1,0,2,adults
15,1,2,#9,5,7,10,cheerleader,violin,orange,15,20220720,19,M,1,1,1,1,1,1,1,1,1,2,adults
15,1,2,#6,5,7,11,crepe,keyboard harmonica,tuba,15,20220720,19,M,0,0,0,0,1,0,0,0,0,1,adults
15,1,2,#9,5,8,12,popper,watermelon,cymbal,15,20220720,19,M,1,1,1,1,1,1,1,1,1,2,adults
15,2,2,#9,4,9,1,trumpet,pop corn,cheerleader,15,20220720,19,M,0,0,0,0,0,0,0,0,1,2,adults
15,2,2,#9,0,9,2,ice cream,badminton,,15,20220720,19,M,0,0,0,0,0,0,0,0,1,2,adults
15,2,2,#6,5,8,3,violin,basketball,watermelon,15,20220720,19,M,0,0,0,0,1,0,0,0,0,1,adults
15,2,2,#9,0,6,4,flute,pizza,,15,20220720,19,M,0,0,0,0,0,1,0,0,0,2,adults
15,2,2,#6,4,9,5,cymbal,tennis,corn,15,20220720,19,M,0,0,0,1,0,0,0,0,0,1,adults
15,2,2,#9,6,8,6,crepe,tambourine,umbrella,15,20220720,19,M,0,0,0,0,0,1,0,1,0,2,adults
15,2,2,#9,4,7,7,hamburger,balloon,acoustic guitar,15,20220720,19,M,1,1,1,1,1,1,1,1,1,2,adults
15,2,2,#6,6,7,8,table tennis,chiffon cake,tuba,15,20220720,19,M,0,0,0,0,0,1,0,0,0,1,adults
15,2,2,#9,0,5,9,saxophone,meat,,15,20220720,19,M,0,0,0,0,1,0,0,0,0,2,adults
15,2,2,#9,6,9,10,soccer ball,electric guitar,melon soda float,15,20220720,19,M,0,0,0,0,0,0,0,0,1,2,adults
15,2,2,#9,4,8,11,popper,orange,handbell,15,20220720,19,M,0,0,0,0,0,0,0,1,0,2,adults
15,2,2,#6,5,9,12,chocolate parfait,baseball,cap,15,20220720,19,M,0,0,0,0,1,0,0,0,0,1,adults
16,1,2,#9,5,7,1,cheerleader,violin,orange,16,20220721,22,M,0,0,0,0,1,0,0,1,0,2,adults
16,1,2,#6,6,8,2,table tennis,electric guitar,chiffon cake,16,20220721,22,M,0,0,0,0,0,1,0,0,0,1,adults
16,1,2,#9,5,8,3,popper,watermelon,cymbal,16,20220721,22,M,0,0,0,0,1,0,0,1,0,2,adults
16,1,2,#6,6,9,4,soccer ball,pizza,umbrella,16,20220721,22,M,0,0,0,0,0,1,0,0,0,1,adults
16,1,2,#9,0,7,5,balloon,pop corn,,16,20220721,22,M,0,0,0,0,0,0,0,0,1,2,adults
16,1,2,#9,5,9,6,tambourine,chocolate parfait,cap,16,20220721,22,M,0,0,0,0,0,0,0,0,1,2,adults
16,1,2,#6,4,7,7,hamburger,saxophone,trumpet,16,20220721,22,M,0,0,0,0,0,1,0,0,0,1,adults
16,1,2,#9,0,8,8,melon soda float,flute,,16,20220721,22,M,0,0,0,0,0,0,0,1,0,2,adults
16,1,2,#6,4,8,9,corn,acoustic guitar,basketball,16,20220721,22,M,0,0,0,0,0,1,0,0,0,1,adults
16,1,2,#9,6,7,10,badminton,baseball,ice cream,16,20220721,22,M,0,0,0,0,0,1,1,0,0,2,adults
16,1,2,#9,0,4,11,tennis,meat,,16,20220721,22,M,0,0,0,0,0,0,0,0,1,2,adults
16,1,2,#6,5,7,12,crepe,keyboard harmonica,tuba,16,20220721,22,M,0,0,0,0,1,0,0,0,0,1,adults
16,2,2,#9,0,9,1,ice cream,badminton,,16,20220721,22,M,0,0,0,0,0,0,0,0,1,2,adults
16,2,2,#9,4,7,2,hamburger,balloon,acoustic guitar,16,20220721,22,M,0,0,0,0,0,0,0,0,1,2,adults
16,2,2,#9,6,8,3,crepe,tambourine,umbrella,16,20220721,22,M,0,0,0,0,0,0,0,1,0,2,adults
16,2,2,#6,5,8,4,violin,basketball,watermelon,16,20220721,22,M,0,0,0,0,1,0,0,0,0,1,adults
16,2,2,#6,5,9,5,chocolate parfait,baseball,cap,16,20220721,22,M,0,0,0,0,1,0,0,0,0,1,adults
16,2,2,#9,4,8,6,popper,orange,handbell,16,20220721,22,M,0,0,0,0,0,0,0,1,0,2,adults
16,2,2,#9,0,6,7,flute,pizza,,16,20220721,22,M,0,0,0,0,0,0,0,1,1,2,adults
16,2,2,#6,4,9,8,cymbal,tennis,corn,16,20220721,22,M,0,0,0,0,1,1,0,0,0,1,adults
16,2,2,#9,6,9,9,soccer ball,electric guitar,melon soda float,16,20220721,22,M,0,0,0,0,0,0,0,0,1,2,adults
16,2,2,#9,0,5,10,saxophone,meat,,16,20220721,22,M,0,0,0,0,0,1,1,1,1,2,adults
16,2,2,#6,6,7,11,table tennis,chiffon cake,tuba,16,20220721,22,M,0,0,0,0,0,1,0,0,0,1,adults
16,2,2,#9,4,9,12,trumpet,pop corn,cheerleader,16,20220721,22,M,0,0,0,0,0,0,0,0,1,2,adults
17,1,3,#9,5,8,1,watermelon,balloon,handbell,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,1,3,#9,4,9,2,chocolate parfait,keyboard harmonica,tambourine,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,1,3,#9,6,8,3,orange,popper,tennis,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,1,3,#6,4,9,4,cap,ice cream,tuba,17,20220722,20,M,0,0,0,0,0,1,0,0,0,1,adults
17,1,3,#9,0,5,5,acoustic guitar,meat,,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,1,3,#6,5,8,6,soccer ball,melon soda float,table tennis,17,20220722,20,M,0,0,0,0,0,1,0,0,0,1,adults
17,1,3,#9,0,8,7,violin,corn,,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,1,3,#6,4,8,8,umbrella,baseball,crepe,17,20220722,20,M,0,0,0,0,0,1,0,0,0,1,adults
17,1,3,#6,4,7,9,saxophone,cheerleader,hamburger,17,20220722,20,M,0,0,0,0,0,1,0,0,0,1,adults
17,1,3,#9,0,9,10,electric guitar,chiffon cake,,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,1,3,#9,5,9,11,pop corn,cymbal,basketball,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,1,3,#9,6,9,12,badminton,flute,pizza,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,2,3,#9,0,6,1,badminton,crepe,,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,2,3,#9,4,8,2,acoustic guitar,popper,meat,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,2,3,#9,0,7,3,baseball,ice cream,,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,2,3,#6,6,7,4,cymbal,handbell,pop corn,17,20220722,20,M,0,0,0,0,0,1,0,0,0,1,adults
17,2,3,#6,5,9,5,tambourine,chocolate parfait,keyboard harmonica,17,20220722,20,M,0,0,0,0,1,1,0,0,0,1,adults
17,2,3,#9,6,7,6,orange,violin,saxophone,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,2,3,#6,6,8,7,umbrella,soccer ball,melon soda float,17,20220722,20,M,0,0,0,0,0,1,0,0,0,1,adults
17,2,3,#9,0,4,8,basketball,watermelon,,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,2,3,#9,4,7,9,chiffon cake,electric guitar,table tennis,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
17,2,3,#6,6,9,10,hamburger,tennis,trumpet,17,20220722,20,M,0,0,0,0,0,1,0,0,0,1,adults
17,2,3,#6,5,7,11,pizza,cap,tuba,17,20220722,20,M,0,0,0,0,1,1,0,0,0,1,adults
17,2,3,#9,5,7,12,corn,balloon,cheerleader,17,20220722,20,M,0,0,0,0,0,0,0,0,1,2,adults
18,1,3,#9,0,8,1,violin,corn,,18,20220722,19,F,0,0,0,0,0,0,0,1,0,2,adults
18,1,3,#6,4,9,2,cap,ice cream,tuba,18,20220722,19,F,0,0,1,0,0,0,0,0,0,1,adults
18,1,3,#9,0,5,3,acoustic guitar,meat,,18,20220722,19,F,0,0,0,1,0,0,0,0,0,2,adults
18,1,3,#9,4,9,4,chocolate parfait,keyboard harmonica,tambourine,18,20220722,19,F,0,0,0,0,0,0,0,0,1,2,adults
18,1,3,#9,5,9,5,pop corn,cymbal,basketball,18,20220722,19,F,0,0,0,0,0,0,0,0,1,2,adults
18,1,3,#6,4,8,6,umbrella,baseball,crepe,18,20220722,19,F,0,0,0,0,0,1,0,0,0,1,adults
18,1,3,#9,6,8,7,orange,popper,tennis,18,20220722,19,F,0,0,0,0,0,0,0,1,0,2,adults
18,1,3,#6,5,8,8,soccer ball,melon soda float,table tennis,18,20220722,19,F,0,0,0,0,0,1,0,0,0,1,adults
18,1,3,#6,4,7,9,saxophone,cheerleader,hamburger,18,20220722,19,F,0,0,0,0,0,1,0,0,0,1,adults
18,1,3,#9,0,9,10,electric guitar,chiffon cake,,18,20220722,19,F,0,0,0,0,0,0,0,0,1,2,adults
18,1,3,#9,5,8,11,watermelon,balloon,handbell,18,20220722,19,F,0,0,0,0,0,0,0,1,0,2,adults
18,1,3,#9,6,9,12,badminton,flute,pizza,18,20220722,19,F,0,0,0,0,0,0,0,0,1,2,adults
18,2,3,#9,4,7,1,chiffon cake,electric guitar,table tennis,18,20220722,19,F,0,0,0,0,0,0,1,0,0,2,adults
18,2,3,#9,4,8,2,acoustic guitar,popper,meat,18,20220722,19,F,0,0,0,0,0,0,0,0,1,2,adults
18,2,3,#6,5,7,3,pizza,cap,tuba,18,20220722,19,F,0,0,0,0,1,0,0,0,0,1,adults
18,2,3,#9,6,7,4,orange,violin,saxophone,18,20220722,19,F,0,0,0,0,0,1,1,0,0,2,adults
18,2,3,#6,6,8,5,umbrella,soccer ball,melon soda float,18,20220722,19,F,0,0,0,0,0,1,0,0,0,1,adults
18,2,3,#9,0,4,6,basketball,watermelon,,18,20220722,19,F,0,0,0,0,0,1,1,1,1,2,adults
18,2,3,#6,5,9,7,tambourine,chocolate parfait,keyboard harmonica,18,20220722,19,F,0,0,0,0,0,1,0,0,0,1,adults
18,2,3,#9,5,7,8,corn,balloon,cheerleader,18,20220722,19,F,0,0,0,0,0,0,1,0,0,2,adults
18,2,3,#9,0,6,9,badminton,crepe,,18,20220722,19,F,0,0,0,0,0,0,0,0,1,2,adults
18,2,3,#6,6,9,10,hamburger,tennis,trumpet,18,20220722,19,F,0,0,0,0,0,1,0,0,0,2,adults
18,2,3,#9,0,7,11,baseball,ice cream,,18,20220722,19,F,0,0,0,0,0,0,0,1,1,2,adults
18,2,3,#6,6,7,12,cymbal,handbell,pop corn,18,20220722,19,F,0,0,0,0,0,1,0,0,0,1,adults
19,1,3,#9,4,9,1,chocolate parfait,keyboard harmonica,tambourine,19,20220722,22,F,0,0,0,0,0,0,0,0,1,2,adults
19,1,3,#9,0,5,2,acoustic guitar,meat,,19,20220722,22,F,0,0,0,0,1,0,0,0,0,2,adults
19,1,3,#6,4,9,3,cap,ice cream,tuba,19,20220722,22,F,0,0,0,1,0,0,0,0,0,1,adults
19,1,3,#9,0,8,4,violin,corn,,19,20220722,22,F,0,0,0,0,0,0,0,1,0,2,adults
19,1,3,#9,6,9,5,badminton,flute,pizza,19,20220722,22,F,0,0,0,0,0,0,0,0,1,2,adults
19,1,3,#9,5,9,6,pop corn,cymbal,basketball,19,20220722,22,F,0,0,0,0,0,0,0,0,1,2,adults
19,1,3,#6,4,8,7,umbrella,baseball,crepe,19,20220722,22,F,0,0,0,0,0,1,0,0,0,1,adults
19,1,3,#9,5,8,8,watermelon,balloon,handbell,19,20220722,22,F,0,0,0,0,0,0,0,1,0,2,adults
19,1,3,#6,5,8,9,soccer ball,melon soda float,table tennis,19,20220722,22,F,0,0,0,0,1,0,0,0,0,1,adults
19,1,3,#6,4,7,10,saxophone,cheerleader,hamburger,19,20220722,22,F,0,0,0,0,0,1,0,0,0,1,adults
19,1,3,#9,0,9,11,electric guitar,chiffon cake,,19,20220722,22,F,0,0,0,0,0,0,0,0,1,2,adults
19,1,3,#9,6,8,12,orange,popper,tennis,19,20220722,22,F,0,0,0,0,0,1,0,1,0,2,adults
19,2,3,#9,0,4,1,basketball,watermelon,,19,20220722,22,F,0,0,0,1,0,0,0,0,0,2,adults
19,2,3,#6,5,7,2,pizza,cap,tuba,19,20220722,22,F,0,0,0,0,1,0,0,0,0,1,adults
19,2,3,#9,4,8,3,acoustic guitar,popper,meat,19,20220722,22,F,0,0,0,1,0,0,0,1,0,2,adults
19,2,3,#6,6,8,4,umbrella,soccer ball,melon soda float,19,20220722,22,F,0,0,0,0,0,1,0,0,0,1,adults
19,2,3,#9,5,7,5,corn,balloon,cheerleader,19,20220722,22,F,0,0,0,0,1,0,1,0,0,2,adults
19,2,3,#9,0,7,6,baseball,ice cream,,19,20220722,22,F,0,0,0,0,0,0,1,0,0,2,adults
19,2,3,#6,6,9,7,hamburger,tennis,trumpet,19,20220722,22,F,0,0,0,0,0,1,0,0,0,1,adults
